"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"11017",618,0.71,"Premium","F","VS1",59.2,58,2839,5.87,5.82,3.46
"11018",5341,0.78,"Ideal","D","VS2",61.9,56,3811,5.89,5.91,3.65
"11019",33136,0.31,"Premium","E","VVS2",61.4,58,816,4.33,4.36,2.67
"11020",23704,0.36,"Very Good","H","VS1",60.8,59,631,4.59,4.62,2.8
"11021",37597,0.24,"Very Good","E","VVS2",59.7,60,485,4.08,4.1,2.44
"11022",52177,0.7,"Good","H","VVS2",61.4,64,2475,5.73,5.61,3.48
"11023",18200,1.46,"Very Good","I","SI1",62.8,57,7387,7.13,7.21,4.5
"11024",34657,0.31,"Ideal","E","VS2",62.3,57,872,4.35,4.32,2.7
"11025",11018,0.59,"Ideal","D","IF",60.9,60,4916,5.41,5.39,3.29
"11026",48084,0.71,"Very Good","J","SI1",59.2,58,1932,5.86,5.9,3.48
"11027",32355,0.36,"Ideal","E","VS2",61.2,56,789,4.59,4.63,2.82
"11028",34861,0.3,"Premium","G","VVS2",62,58,878,4.29,4.26,2.65
"11029",16264,1.01,"Ideal","G","VS2",61.8,57,6504,6.43,6.41,3.97
"11030",11294,1,"Very Good","H","VS2",60.7,60,4978,6.55,6.49,3.96
"11031",1962,0.77,"Ideal","H","SI1",61.3,56,3089,5.87,5.91,3.61
"11032",33710,0.34,"Ideal","D","VS1",61.1,55,838,4.52,4.55,2.77
"11033",36951,0.25,"Very Good","E","VS2",61.3,57,480,4.05,4.08,2.49
"11034",16970,1.01,"Very Good","H","VVS1",61.1,58,6777,6.41,6.45,3.93
"11035",3869,0.96,"Very Good","D","SI2",60.2,63,3480,6.3,6.36,3.81
"11036",5103,0.73,"Ideal","E","VS1",61.7,57,3758,5.77,5.8,3.57
"11037",10123,1.01,"Very Good","G","SI1",60.2,58,4719,6.5,6.59,3.94
"11038",47870,0.52,"Ideal","G","VVS2",62.1,56,1911,5.14,5.17,3.2
"11039",13708,1.07,"Ideal","E","SI2",61.5,56,5602,6.58,6.61,4.06
"11040",16737,0.41,"Good","J","VS2",63.4,56,611,4.7,4.73,2.99
"11041",34140,0.4,"Ideal","E","VS2",62.1,54,854,4.72,4.75,2.94
"11042",30235,0.33,"Ideal","E","VS2",60.8,57,723,4.45,4.47,2.71
"11043",47184,0.54,"Ideal","F","VS2",61.9,56,1836,5.22,5.21,3.23
"11044",42068,0.5,"Fair","G","VS1",64.9,57,1271,4.98,4.94,3.22
"11045",7660,1.21,"Premium","J","SI1",62.6,58,4269,6.74,6.71,4.21
"11046",34999,0.31,"Ideal","F","VVS1",61.9,53.5,882,4.36,4.39,2.71
"11047",38755,0.32,"Ideal","D","VS1",61.4,57,1044,4.43,4.4,2.71
"11048",41967,0.23,"Very Good","E","VVS2",61.1,58,505,3.93,3.99,2.42
"11049",48564,0.52,"Ideal","D","VS1",60.9,56,1991,5.19,5.22,3.17
"11050",32136,0.3,"Ideal","E","VVS2",60.9,57,786,4.32,4.35,2.64
"11051",43122,0.52,"Premium","D","SI2",62.4,59,1385,5.15,5.05,3.18
"11052",35845,0.4,"Ideal","G","VVS2",62.4,57,917,4.7,4.73,2.94
"11053",9215,1.07,"Fair","F","SI1",60.6,66,4554,6.65,6.46,3.97
"11054",38114,0.3,"Ideal","H","IF",61.5,56,1013,4.34,4.31,2.66
"11055",51516,0.7,"Fair","G","VS1",65.8,61,2384,5.61,5.46,3.64
"11056",9410,0.9,"Very Good","H","VS2",62.3,59,4588,6.13,6.17,3.83
"11057",39529,0.4,"Premium","I","VVS1",62.7,59,1080,4.71,4.67,2.94
"11058",24014,1.52,"Ideal","F","SI1",62,54,12182,7.44,7.36,4.59
"11059",12268,1.24,"Fair","H","SI2",65,54,5208,6.76,6.73,4.38
"11060",19647,1.52,"Premium","J","VS1",62.4,59,8258,7.36,7.31,4.58
"11061",26080,1.68,"Very Good","F","VS2",61.1,60,15309,7.63,7.7,4.68
"11062",21708,0.31,"Ideal","G","SI1",61.6,55,627,4.37,4.39,2.7
"11063",45334,0.51,"Premium","E","VS2",62.5,59,1662,5.09,5.08,3.18
"11064",44006,0.3,"Good","J","VS1",63.4,55,394,4.25,4.3,2.71
"11065",26190,2,"Fair","D","SI1",64.8,58,15540,7.98,7.89,5.14
"11066",22848,1.26,"Ideal","G","VVS2",60.9,57,10886,6.98,7.01,4.26
"11067",10483,1.25,"Ideal","I","VS2",60,57,4795,7.07,7.02,4.23
"11068",23930,1.24,"Ideal","F","VVS2",62,57,12059,6.86,6.91,4.27
"11069",26027,0.32,"Ideal","G","VS1",61.2,57,645,4.4,4.43,2.7
"11070",20293,1.13,"Premium","G","VVS1",59.3,59,8709,6.79,6.87,4.05
"11071",10751,1.12,"Very Good","G","SI2",60.2,59,4852,6.7,6.85,4.08
"11072",44314,0.34,"Very Good","H","VS2",60,58,521,4.52,4.56,2.72
"11073",37743,0.31,"Ideal","D","VVS2",60.9,57,997,4.42,4.38,2.68
"11074",16822,1.04,"Premium","G","VS2",61.8,58,6709,6.51,6.46,4.01
"11075",17984,1.06,"Premium","E","VS2",61.3,58,7275,6.52,6.56,4.01
"11076",48336,0.63,"Very Good","G","VS1",61.5,56,1960,5.53,5.49,3.39
"11077",2653,0.7,"Ideal","G","VVS2",59.9,58,3234,5.78,5.8,3.47
"11078",36314,0.32,"Premium","H","VVS1",62.7,57,936,4.41,4.36,2.75
"11079",45435,0.5,"Very Good","D","VS1",63.7,57,1671,5.08,5.13,3.25
"11080",28448,0.31,"Ideal","H","VVS1",60.9,56,671,4.4,4.42,2.69
"11081",13800,1.64,"Premium","J","SI2",63,58,5624,7.54,7.49,4.74
"11082",35724,0.3,"Ideal","D","VS2",61.5,55,911,4.35,4.3,2.66
"11083",10490,0.9,"Fair","D","SI1",64,63,4796,6.12,6.04,3.89
"11084",2371,0.32,"Ideal","F","SI2",61.7,56,561,4.41,4.44,2.73
"11085",8387,0.35,"Good","F","SI1",63.1,56,583,4.46,4.51,2.83
"11086",25851,3,"Good","J","SI2",59.3,64,14918,9.32,9.19,5.5
"11087",8793,1.06,"Very Good","D","SI2",60.9,58,4471,6.57,6.63,4.02
"11088",6879,0.9,"Very Good","D","SI1",60.1,58,4130,6.27,6.3,3.78
"11089",51705,0.7,"Very Good","F","VS2",61.2,56,2400,5.72,5.78,3.52
"11090",23000,1.2,"Ideal","D","VS1",61,59,11053,6.79,6.85,4.16
"11091",12756,1,"Premium","E","SI1",59.7,57,5322,6.56,6.48,3.89
"11092",35639,0.3,"Ideal","H","SI1",62.6,53.1,475,4.27,4.3,2.69
"11093",50106,0.51,"Ideal","F","VVS1",60.9,57,2208,5.16,5.21,3.16
"11094",45378,0.58,"Ideal","F","VS2",62.1,56,1666,5.33,5.37,3.32
"11095",17873,1.15,"Premium","D","SI1",61.1,53,7213,6.83,6.76,4.15
"11096",15311,1.03,"Premium","G","VS2",62.1,57,6146,6.48,6.41,4
"11097",41708,0.53,"Premium","F","SI2",62.5,57,1242,5.17,5.11,3.21
"11098",14039,1.02,"Good","G","VS1",57.3,59,5706,6.71,6.65,3.83
"11099",45409,0.52,"Ideal","E","VS1",62.6,57,1668,5.11,5.15,3.21
"11100",12317,1.02,"Very Good","F","SI1",62.2,56,5222,6.39,6.43,3.99
"11101",44887,0.5,"Very Good","E","VS2",60,63,1629,5.12,5.08,3.06
"11102",17979,1.2,"Very Good","G","VS2",62.4,59,7273,6.68,6.74,4.19
"11103",52068,0.71,"Very Good","G","VS2",63.5,57,2454,5.61,5.64,3.57
"11104",49636,0.32,"Very Good","I","SI1",63.5,57,540,4.33,4.3,2.74
"11105",28910,0.39,"Very Good","G","SI1",62.4,58,684,4.67,4.72,2.93
"11106",31940,0.3,"Premium","F","VS2",60.4,58,776,4.33,4.31,2.61
"11107",21101,1,"Premium","D","VVS2",58.3,61,9274,6.55,6.48,3.8
"11108",2194,0.72,"Very Good","D","VS2",63.1,59,3139,5.67,5.7,3.59
"11109",22617,1.5,"Premium","H","VS2",60.6,61,10668,7.34,7.31,4.44
"11110",35208,0.33,"Ideal","I","IF",61.6,55,891,4.47,4.46,2.75
"11111",52213,0.9,"Very Good","J","SI2",62.9,55,2482,6.13,6.17,3.87
"11112",11328,1.08,"Ideal","E","SI2",61.7,57,4989,6.55,6.6,4.06
"11113",17758,1.5,"Very Good","I","SI2",63.1,59,7150,7.24,7.15,4.54
"11114",17631,1.28,"Premium","H","VS2",61.2,60,7098,6.99,6.94,4.26
"11115",9304,1.03,"Very Good","H","SI1",63.5,53,4573,6.43,6.46,4.09
"11116",20210,1.05,"Ideal","G","VVS2",61.9,57,8645,6.51,6.54,4.04
"11117",50588,0.74,"Very Good","E","SI2",63,58,2282,5.73,5.77,3.62
"11118",46132,0.73,"Premium","I","SI2",59.2,58,1744,5.9,5.85,3.47
"11119",26112,2.2,"Ideal","J","VS2",61.6,57,15384,8.34,8.39,5.15
"11120",38200,0.5,"Ideal","F","SI2",61.6,57,1016,5.14,5.08,3.15
"11121",35669,0.35,"Very Good","F","VVS1",62.3,56,909,4.53,4.57,2.83
"11122",35890,0.32,"Ideal","G","IF",61.4,55,918,4.42,4.44,2.72
"11123",347,0.72,"Ideal","F","VS1",61.7,57,2804,5.74,5.77,3.55
"11124",1591,0.74,"Very Good","E","SI1",61.3,58,3009,5.8,5.84,3.57
"11125",46225,0.61,"Premium","H","VVS2",60.9,60,1752,5.47,5.5,3.34
"11126",53352,0.7,"Premium","E","VS2",62,60,2657,5.7,5.59,3.5
"11127",52188,0.7,"Ideal","G","SI1",61.6,56,2478,5.69,5.73,3.52
"11128",31981,0.3,"Premium","F","VS2",61.1,59,776,4.32,4.29,2.63
"11129",22712,1.53,"Premium","I","VS1",62.4,59,10729,7.3,7.34,4.57
"11130",11527,1.32,"Premium","E","I1",62.2,58,5027,7.05,6.97,4.36
"11131",16249,1.01,"Ideal","G","VS1",61.8,57,6499,6.4,6.45,3.97
"11132",32421,0.41,"Premium","D","SI1",61.4,58,791,4.76,4.78,2.93
"11133",17951,1.14,"Ideal","G","VS1",62.5,56,7255,6.69,6.66,4.17
"11134",49775,0.62,"Very Good","G","VS1",60.1,58,2161,5.52,5.54,3.32
"11135",43974,0.31,"Ideal","H","VS2",61.5,54,518,4.35,4.4,2.69
"11136",24126,1.76,"Very Good","H","SI1",63.1,59,12288,7.69,7.59,4.82
"11137",32760,0.34,"Premium","I","VVS1",60.5,59,803,4.54,4.48,2.73
"11138",35366,0.38,"Premium","H","VS2",60.9,60,898,4.67,4.62,2.83
"11139",26948,1.71,"Ideal","G","VS1",63,56,17009,7.65,7.58,4.8
"11140",45194,0.51,"Ideal","G","VS1",61.9,56,1656,5.1,5.14,3.17
"11141",7957,0.9,"Premium","H","VS2",60.4,59,4321,6.24,6.27,3.78
"11142",30507,0.31,"Good","D","SI1",63.7,54,732,4.35,4.31,2.76
"11143",5155,0.96,"Premium","H","SI1",62.7,58,3768,6.27,6.24,3.92
"11144",1393,0.32,"Ideal","E","SI1",61.9,55,559,4.4,4.43,2.73
"11145",22807,1.53,"Premium","G","SI1",58.4,59,10830,7.58,7.52,4.41
"11146",24890,2,"Ideal","H","VS2",60.5,56,13320,8.34,8.22,5.01
"11147",15740,1.01,"Ideal","G","VS2",60.6,58,6295,6.44,6.5,3.92
"11148",46557,0.51,"Ideal","E","VS2",61.8,57,1781,5.15,5.14,3.18
"11149",22500,1.28,"Ideal","G","VS1",62.1,56,10537,6.97,6.94,4.32
"11150",7784,1.02,"Ideal","H","SI2",61.8,55,4284,6.51,6.47,4.01
"11151",11167,1.07,"Very Good","G","SI1",63.1,59,4949,6.49,6.45,4.08
"11152",10847,1,"Ideal","H","SI1",61.9,57,4872,6.43,6.39,3.97
"11153",52000,0.83,"Very Good","J","VS2",60.5,55,2444,6.08,6.11,3.69
"11154",35679,0.41,"Very Good","E","VS2",63.3,56,910,4.71,4.74,2.99
"11155",53052,0.7,"Ideal","H","VS2",62.8,55,2607,5.67,5.63,3.55
"11156",7440,1.09,"Good","F","SI1",61,64,4230,6.63,6.58,4.03
"11157",46523,0.51,"Ideal","G","VS1",61,55,1781,5.21,5.11,3.15
"11158",52546,0.76,"Very Good","F","SI1",62.7,57,2533,5.81,5.86,3.66
"11159",47241,0.51,"Good","E","VS1",61.3,63,1841,5.11,5.16,3.15
"11160",34737,0.39,"Very Good","D","VS1",61.7,59,876,4.64,4.69,2.88
"11161",4242,0.76,"Ideal","I","VS2",61.8,56,3577,5.85,5.89,3.63
"11162",25295,1.7,"Ideal","H","VS1",62.4,55,13949,7.69,7.61,4.77
"11163",43299,0.46,"Ideal","H","VS1",61.2,55,1401,4.96,5.04,3.06
"11164",49537,0.71,"Good","F","SI1",64.3,57,2125,5.62,5.55,3.59
"11165",1207,0.76,"Premium","E","SI1",58.3,62,2937,6.12,5.95,3.52
"11166",25890,1.5,"Very Good","G","VVS2",62.9,56,15013,7.22,7.32,4.57
"11167",7184,0.96,"Very Good","E","SI2",62.6,60,4186,6.26,6.32,3.94
"11168",53589,0.7,"Ideal","G","SI1",62,56,2699,5.66,5.69,3.52
"11169",44119,0.5,"Very Good","E","VS2",62.9,55,1559,5.07,5.11,3.2
"11170",50023,0.61,"Good","F","VS1",60,65,2196,5.53,5.47,3.3
"11171",20011,0.3,"Very Good","H","SI1",61.3,61,421,4.25,4.27,2.61
"11172",53569,0.7,"Good","E","SI1",60.4,61,2696,5.73,5.76,3.47
"11173",22711,2.06,"Ideal","I","SI2",61.4,57,10728,8.22,8.18,5.03
"11174",11291,1.29,"Very Good","F","SI2",63.4,57,4977,6.92,6.77,4.35
"11175",48489,0.5,"Fair","D","VVS2",67.6,57,1980,4.95,4.84,3.31
"11176",38619,0.31,"Ideal","H","VS2",62.2,55,489,4.35,4.39,2.72
"11177",8121,1.34,"Very Good","H","SI2",61.1,63,4352,7.08,7.01,4.3
"11178",39318,0.38,"Ideal","F","VVS1",61,57,1070,4.66,4.69,2.85
"11179",36353,0.4,"Very Good","F","VS1",63.1,59,938,4.68,4.64,2.94
"11180",10309,0.99,"Ideal","I","SI1",61.8,57,4763,6.4,6.42,3.96
"11181",6801,0.98,"Ideal","G","SI2",62.9,57,4116,6.33,6.29,3.97
"11182",16713,0.31,"Ideal","H","VVS2",61.4,56,609,4.38,4.41,2.7
"11183",46782,0.71,"Very Good","J","SI2",60.7,61,1805,5.75,5.81,3.51
"11184",26379,2.24,"Ideal","I","SI2",62.1,57,15852,8.31,8.4,5.19
"11185",25427,2.01,"Ideal","H","SI2",61.9,57,14167,8.09,8.06,5
"11186",53162,0.81,"Ideal","J","VS1",62.3,57,2626,5.93,5.98,3.71
"11187",40877,0.42,"Ideal","E","VVS1",61.8,56,1176,4.81,4.83,2.98
"11188",19597,1.73,"Good","E","I1",63.6,59,8220,7.56,7.6,4.82
"11189",17303,1.05,"Ideal","F","VS2",62.8,57,6933,6.48,6.45,4.06
"11190",1975,1.2,"Premium","G","I1",60.3,58,3091,6.82,6.77,4.1
"11191",10912,1.04,"Premium","H","SI1",62.6,59,4890,6.43,6.47,4.04
"11192",36418,0.31,"Ideal","D","VS2",61.5,56,942,4.36,4.35,2.68
"11193",36644,0.43,"Premium","F","SI1",61.7,58,948,4.84,4.82,2.98
"11194",45153,0.5,"Premium","F","VS2",62.1,58,1654,5.1,5.01,3.14
"11195",18050,0.36,"Very Good","E","SI1",59.9,60,615,4.59,4.62,2.76
"11196",10237,1.03,"Very Good","G","SI1",61,58,4746,6.5,6.54,3.98
"11197",10116,1.02,"Premium","G","SI1",63,55,4718,6.45,6.4,4.05
"11198",38688,0.37,"Ideal","E","VS2",61.6,57,1041,4.65,4.61,2.85
"11199",19231,1.53,"Ideal","I","VS1",62.9,57,7968,7.36,7.3,4.61
"11200",15003,1,"Ideal","E","VS2",62,55,6043,6.42,6.38,3.97
"11201",21873,1.51,"Very Good","E","SI2",62.3,62,9936,7.15,7.26,4.49
"11202",25473,2.02,"Premium","I","SI1",61.4,58,14240,8.14,8.07,4.98
"11203",24340,2.01,"Ideal","I","SI1",62.9,55,12606,8.07,8,5.05
"11204",22896,1.56,"Ideal","D","SI1",62.2,58,10934,7.37,7.42,4.6
"11205",53039,0.53,"Ideal","E","VVS1",62.1,55,2604,5.18,5.23,3.23
"11206",16881,1.02,"Ideal","F","VS2",62.7,57,6734,6.47,6.44,4.05
"11207",20908,1.79,"Good","G","SI2",57.8,59,9122,8.07,7.94,4.63
"11208",19372,0.27,"Ideal","E","VVS2",62.5,57,622,4.1,4.13,2.57
"11209",25607,2.07,"Premium","H","SI1",61.2,60,14476,8.2,8.12,4.99
"11210",43781,0.47,"Ideal","G","VVS1",61.3,56,1441,5.03,5.05,3.09
"11211",19569,1.21,"Premium","F","VS1",61.6,58,8196,6.88,6.82,4.22
"11212",38272,0.32,"Ideal","J","SI1",61.8,54.9,384,4.39,4.42,2.72
"11213",52292,0.25,"Very Good","D","VVS2",62.1,57,548,4.02,4.07,2.51
"11214",42325,0.41,"Ideal","F","VVS1",61.9,56,1295,4.77,4.79,2.96
"11215",49104,0.55,"Ideal","G","VVS2",61.2,55.8,2064,5.27,5.33,3.24
"11216",13606,1.17,"Good","D","SI2",60.4,65,5567,6.81,6.77,4.1
"11217",16117,1.01,"Premium","G","VS1",62,58,6441,6.44,6.4,3.98
"11218",42698,0.52,"Premium","F","SI1",59.5,59,1338,5.31,5.24,3.14
"11219",28294,0.3,"Ideal","G","SI1",62.3,56,432,4.29,4.32,2.68
"11220",39203,0.38,"Premium","G","VVS1",61.3,57,1064,4.68,4.62,2.85
"11221",1094,0.7,"Good","E","VS2",58.7,63,2912,5.69,5.73,3.35
"11222",53171,0.71,"Premium","E","SI1",59.5,62,2629,5.85,5.74,3.45
"11223",4594,1.02,"Premium","G","SI2",62.5,58,3656,6.42,6.34,3.99
"11224",16490,1.2,"Premium","H","SI1",59.5,58,6588,7.02,6.97,4.16
"11225",15763,1.21,"Ideal","H","VS2",62.9,57,6302,6.8,6.75,4.26
"11226",2245,0.7,"Good","E","VS1",61.2,58,3148,5.66,5.72,3.48
"11227",7665,1.15,"Premium","G","SI2",62.7,58,4270,6.71,6.69,4.2
"11228",19167,1.63,"Ideal","H","SI2",62.4,57,7923,7.59,7.52,4.71
"11229",29694,0.31,"Premium","G","VVS2",62.2,59,707,4.32,4.36,2.7
"11230",4804,1.01,"Good","J","SI1",63.6,54,3699,6.44,6.36,4.07
"11231",27372,0.31,"Ideal","G","VVS2",62.2,53,647,4.36,4.39,2.72
"11232",31380,0.31,"Very Good","G","VVS1",59.8,62,761,4.35,4.41,2.62
"11233",50546,0.71,"Premium","F","SI2",62.1,60,2275,5.7,5.66,3.53
"11234",38596,0.52,"Premium","E","I1",60.8,60,1037,5.2,5.17,3.15
"11235",47928,0.56,"Ideal","E","VS2",61.9,55,1915,5.34,5.29,3.29
"11236",12428,1.03,"Very Good","F","SI1",58,60,5241,6.68,6.74,3.89
"11237",14738,1.09,"Ideal","E","SI1",61.1,55,5935,6.66,6.7,4.08
"11238",16600,1.51,"Very Good","I","SI2",63.1,60,6630,7.19,7.13,4.52
"11239",19952,1.53,"Premium","H","SI2",62.5,59,8499,7.4,7.36,4.61
"11240",9324,1.18,"Premium","I","SI2",60.8,58,4579,6.84,6.78,4.14
"11241",45543,0.51,"Ideal","F","VS2",62.9,57,1687,5.11,5.09,3.21
"11242",44546,0.57,"Very Good","H","VS2",61.7,54.8,1605,5.34,5.37,3.3
"11243",48020,0.72,"Premium","I","SI1",62,52,1922,5.71,5.67,3.53
"11244",5378,0.34,"Premium","I","SI1",61.3,61,574,4.49,4.45,2.74
"11245",43715,0.45,"Good","G","IF",59.6,61,1437,5,5.04,2.99
"11246",51804,0.7,"Ideal","D","SI2",62,57,2415,5.68,5.65,3.51
"11247",24168,2,"Very Good","J","SI2",62.6,57,12342,7.95,7.99,4.99
"11248",41292,0.36,"Ideal","F","IF",61.7,55,1210,4.58,4.62,2.84
"11249",48520,0.76,"Premium","H","SI2",59,59,1985,6.05,6.02,3.56
"11250",42288,0.25,"Good","E","VVS2",61.2,62,505,4.04,4.07,2.48
"11251",51643,0.31,"Premium","G","VS2",59.9,59,544,4.38,4.4,2.63
"11252",23192,2,"Premium","F","SI2",60.6,62,11198,8.19,7.84,4.86
"11253",28151,0.3,"Ideal","G","VVS2",61,57,665,4.31,4.34,2.64
"11254",35760,0.44,"Ideal","I","VVS2",60.8,56,912,4.9,4.93,2.99
"11255",22389,2.02,"Ideal","I","SI2",62.2,57,10412,8.06,7.99,4.99
"11256",29163,0.33,"Very Good","E","SI1",63.1,56,693,4.45,4.42,2.8
"11257",18068,2.01,"Fair","F","I1",58.7,66,7294,8.3,8.19,4.84
"11258",31221,0.32,"Ideal","D","SI1",61.3,57,756,4.41,4.37,2.69
"11259",14859,1.22,"Ideal","H","SI1",61.9,56,5985,6.86,6.83,4.24
"11260",43018,0.5,"Ideal","H","VS1",61.9,54,1370,5.12,5.15,3.18
"11261",31924,0.3,"Premium","G","VS1",62,60,776,4.28,4.23,2.64
"11262",18019,1.01,"Very Good","E","VS2",59.5,60,7290,6.5,6.54,3.88
"11263",1518,0.77,"Ideal","D","SI1",61.4,56,2996,5.9,5.93,3.63
"11264",49065,0.7,"Very Good","F","SI1",58.4,63,2058,5.77,5.84,3.39
"11265",2320,0.85,"Ideal","E","SI1",61.8,54,3167,6.1,6.14,3.78
"11266",42075,0.6,"Premium","F","SI2",59.5,61,1272,5.48,5.45,3.26
"11267",26284,2.01,"Very Good","H","SI2",63,59,15773,7.9,7.93,4.99
"11268",11162,1.02,"Very Good","F","SI1",62.5,57,4948,6.35,6.41,3.99
"11269",504,0.7,"Ideal","D","SI1",59.7,58,2822,5.82,5.77,3.46
"11270",50164,0.7,"Good","H","SI1",63.7,59,2218,5.53,5.59,3.54
"11271",26264,2.01,"Ideal","I","VS2",66.7,56,15729,7.75,7.65,5.14
"11272",33903,0.3,"Premium","E","VS2",62.6,58,844,4.3,4.26,2.68
"11273",13274,1.06,"Premium","E","SI1",62,61,5485,6.55,6.51,4.05
"11274",45770,0.54,"Very Good","E","VS2",61.2,58,1707,5.21,5.28,3.21
"11275",41142,0.56,"Very Good","H","SI1",61.3,60,1197,5.23,5.28,3.22
"11276",42010,0.59,"Premium","H","SI1",61.9,59,1265,5.43,5.34,3.33
"11277",53485,0.76,"Ideal","F","SI1",61.7,55,2682,5.87,5.9,3.63
"11278",20399,0.31,"Premium","H","VVS2",60.6,60,625,4.34,4.38,2.64
"11279",41104,0.44,"Very Good","H","IF",61.1,57,1194,4.91,4.94,3.01
"11280",32215,0.31,"Ideal","G","VVS1",61.5,55,789,4.39,4.42,2.71
"11281",51666,0.55,"Ideal","G","IF",62,55,2398,5.25,5.29,3.27
"11282",45602,0.47,"Good","E","VVS1",64,62,1690,4.9,4.97,3.16
"11283",13597,1.29,"Very Good","I","VS1",61.1,58,5562,6.98,7.03,4.28
"11284",43302,0.52,"Fair","I","VVS2",60.4,66,1401,5.26,5.2,3.16
"11285",43285,0.31,"Very Good","D","SI1",60.4,60,507,4.4,4.44,2.67
"11286",30122,0.32,"Ideal","G","VS2",61.8,57,720,4.42,4.38,2.72
"11287",49270,0.72,"Ideal","G","SI2",62.1,55.3,2089,5.72,5.74,3.56
"11288",13812,1.01,"Very Good","E","SI1",63,57,5627,6.28,6.36,3.98
"11289",46456,0.71,"Good","J","VS2",63.8,58,1774,5.61,5.58,3.57
"11290",10495,0.76,"Very Good","E","IF",61.9,56,4798,5.83,5.85,3.62
"11291",53346,0.7,"Ideal","E","SI1",61.4,57,2656,5.71,5.75,3.52
"11292",18033,0.35,"Premium","E","SI1",61.1,59,614,4.5,4.56,2.77
"11293",40152,0.35,"Premium","E","VVS1",60.7,59,1116,4.58,4.55,2.77
"11294",49426,0.7,"Very Good","H","SI1",61,58,2107,5.67,5.7,3.47
"11295",48487,0.55,"Ideal","F","VS1",61.9,56,1980,5.29,5.25,3.26
"11296",21855,1.24,"Premium","D","VS2",59.3,58,9916,7.09,7.03,4.19
"11297",7670,1.11,"Very Good","I","SI1",61.9,59,4273,6.58,6.64,4.09
"11298",28742,0.31,"Premium","E","VS2",60,59,680,4.35,4.39,2.62
"11299",49154,0.7,"Very Good","F","SI2",62.3,58,2070,5.65,5.71,3.54
"11300",19457,1.42,"Premium","H","SI1",62.3,58,8102,7.15,7.19,4.47
"11301",52385,0.7,"Ideal","G","VS2",60.8,57,2507,5.67,5.74,3.47
"11302",53105,0.57,"Ideal","E","VVS2",62.3,54,2615,5.3,5.35,3.32
"11303",27692,0.41,"Ideal","J","VS1",61.5,55,648,4.77,4.79,2.94
"11304",429,0.91,"Good","I","VS2",64.3,58,2813,6.09,6.05,3.9
"11305",37319,0.35,"Ideal","G","IF",62.6,57,979,4.51,4.53,2.82
"11306",14454,1.05,"Ideal","H","VS2",61.7,57,5833,6.55,6.52,4.03
"11307",40506,0.44,"Ideal","G","VVS1",61.3,55,1143,4.92,4.94,3.02
"11308",42772,0.62,"Very Good","F","SI2",63.1,52,1348,5.39,5.53,3.45
"11309",2609,0.75,"Very Good","F","VS1",60.9,59,3220,5.83,5.87,3.56
"11310",9948,1.01,"Premium","D","SI2",60.4,60,4694,6.52,6.46,3.92
"11311",31383,0.3,"Ideal","D","VS2",62.3,53.9,762,4.3,4.32,2.69
"11312",12835,1.2,"Very Good","H","SI2",62,58,5352,6.73,6.79,4.19
"11313",22020,1.5,"Premium","E","SI2",61.2,59,10080,7.41,7.36,4.52
"11314",44568,0.52,"Very Good","H","VVS2",61.7,63,1605,5.26,5.16,3.22
"11315",33841,0.38,"Ideal","E","SI1",61.1,55,844,4.69,4.73,2.88
"11316",43188,0.53,"Very Good","I","VS1",61,57,1393,5.22,5.25,3.19
"11317",36894,0.31,"Ideal","F","VVS1",62.4,57,959,4.32,4.3,2.69
"11318",249,0.81,"Ideal","G","SI2",61.6,56,2789,5.97,6.01,3.69
"11319",48008,0.52,"Ideal","D","VS2",61.9,57,1919,5.17,5.14,3.19
"11320",14150,1.25,"Premium","J","VS1",62.2,58,5740,6.92,6.88,4.29
"11321",9967,1,"Ideal","H","SI1",60.3,56,4702,6.52,6.54,3.94
"11322",7952,1.01,"Premium","H","SI1",62.7,59,4320,6.33,6.27,3.95
"11323",20757,1.53,"Fair","I","VS2",57.7,69,8996,7.6,7.51,4.36
"11324",19728,1.51,"Ideal","J","VS1",61.3,61,8298,7.34,7.4,4.52
"11325",9562,1.1,"Premium","E","SI2",60.9,60,4622,6.66,6.61,4.04
"11326",39610,0.35,"Ideal","E","SI2",61.7,56,491,4.53,4.55,2.8
"11327",13846,1.19,"Very Good","I","VS1",59.9,61,5644,6.85,6.91,4.12
"11328",5192,1.07,"Premium","H","SI2",60,59,3775,6.6,6.56,3.95
"11329",15956,1.51,"Ideal","H","SI2",61.7,57,6384,7.39,7.36,4.55
"11330",23090,1.47,"Premium","G","VS2",62.8,57,11113,7.27,7.22,4.55
"11331",30760,0.25,"Premium","E","VVS2",62.5,59,740,4.04,4.02,2.52
"11332",8735,0.9,"Premium","G","VS1",62.3,60,4460,6.08,6,3.76
"11333",50146,0.71,"Good","G","SI1",63.9,56,2215,5.62,5.59,3.58
"11334",36715,0.56,"Premium","F","I1",62.6,60,953,5.3,5.15,3.27
"11335",40275,0.31,"Ideal","G","SI1",61.6,57,493,4.32,4.35,2.67
"11336",47070,0.52,"Ideal","D","VS2",61.8,55,1822,5.16,5.19,3.2
"11337",27107,2.08,"Premium","H","VS2",62,58,17258,8.19,8.1,5.05
"11338",18097,1.21,"Premium","G","VS2",63,58,7318,6.72,6.67,4.22
"11339",50188,0.7,"Very Good","E","SI2",61.8,60,2224,5.61,5.65,3.48
"11340",15012,1.51,"Good","I","SI1",63.8,57,6046,7.21,7.18,4.59
